Student_ID,Date,Message_Type,Month
S06077,2024-09-13,Automated Reminder,2024-09
S04959,2024-10-16,Automated Reminder,2024-10
S07695,2024-11-23,Parent to Teacher,2024-11
S00175,2025-02-21,Automated Reminder,2025-02
S07733,2024-12-02,Parent to Teacher,2024-12
S04788,2024-11-05,Automated Reminder,2024-11
S03995,2024-12-26,Teacher to Parent,2024-12
S09820,2024-12-19,Parent to Teacher,2024-12
S01574,2024-12-02,Parent to Teacher,2024-12
S01609,2024-12-02,Parent to Teacher,2024-12
S09673,2024-10-24,Teacher to Parent,2024-10
S08030,2025-02-08,Parent to Teacher,2025-02
S00366,2025-02-22,Teacher to Parent,2025-02
S12145,2024-12-14,Parent to Teacher,2024-12
S09613,2024-12-29,Automated Reminder,2024-12
S08623,2024-12-16,Parent to Teacher,2024-12
S02671,2025-02-03,Automated Reminder,2025-02
S10350,2024-12-14,Teacher to Parent,2024-12
S01302,2025-02-06,Teacher to Parent,2025-02
S01635,2025-02-13,Automated Reminder,2025-02
S06537,2024-09-11,Teacher to Parent,2024-09
S02244,2024-09-13,Automated Reminder,2024-09
S11045,2025-03-01,Teacher to Parent,2025-03
S08857,2025-02-13,Automated Reminder,2025-02
S03687,2024-10-27,Automated Reminder,2024-10
S01929,2024-11-14,Parent to Teacher,2024-11
S10484,2024-12-31,Automated Reminder,2024-12
S08253,2024-11-30,Parent to Teacher,2024-11
S08212,2025-01-04,Teacher to Parent,2025-01
S07754,2024-11-06,Parent to Teacher,2024-11
S01588,2024-12-05,Parent to Teacher,2024-12
S11380,2025-01-29,Teacher to Parent,2025-01
S09263,2024-11-08,Parent to Teacher,2024-11
S02872,2025-01-07,Parent to Teacher,2025-01
S06796,2024-11-23,Parent to Teacher,2024-11
S07024,2024-11-28,Automated Reminder,2024-11
S02036,2024-11-18,Teacher to Parent,2024-11
S00513,2024-10-31,Automated Reminder,2024-10
S05384,2024-11-16,Parent to Teacher,2024-11
S08522,2024-09-20,Parent to Teacher,2024-09
S08455,2025-02-20,Teacher to Parent,2025-02
S10287,2024-12-12,Teacher to Parent,2024-12
S01996,2024-09-11,Teacher to Parent,2024-09
S04840,2025-01-29,Teacher to Parent,2025-01
S10393,2025-01-10,Parent to Teacher,2025-01
S02198,2025-01-06,Parent to Teacher,2025-01
S03506,2024-11-08,Parent to Teacher,2024-11
S03701,2025-03-07,Teacher to Parent,2025-03
S06174,2024-11-23,Teacher to Parent,2024-11
S08464,2024-10-22,Automated Reminder,2024-10
S06389,2024-12-18,Parent to Teacher,2024-12
S01208,2025-02-24,Teacher to Parent,2025-02
S04593,2024-12-25,Automated Reminder,2024-12
S01342,2024-09-18,Automated Reminder,2024-09
S03057,2024-10-17,Automated Reminder,2024-10
S03737,2025-01-04,Automated Reminder,2025-01
S11519,2024-10-19,Automated Reminder,2024-10
S07768,2024-12-12,Automated Reminder,2024-12
S11487,2025-02-18,Automated Reminder,2025-02
S08785,2025-02-19,Automated Reminder,2025-02
S11802,2024-09-17,Automated Reminder,2024-09
S10798,2024-12-22,Teacher to Parent,2024-12
S09499,2024-10-06,Teacher to Parent,2024-10
S00826,2024-11-12,Parent to Teacher,2024-11
S11493,2025-03-05,Parent to Teacher,2025-03
S02031,2024-12-04,Parent to Teacher,2024-12
S00628,2024-10-26,Parent to Teacher,2024-10
S03370,2025-01-05,Parent to Teacher,2025-01
S11010,2024-09-30,Teacher to Parent,2024-09
S00756,2024-12-22,Parent to Teacher,2024-12
S01790,2024-10-25,Parent to Teacher,2024-10
S06189,2024-12-27,Parent to Teacher,2024-12
S03778,2024-10-03,Automated Reminder,2024-10
S04451,2025-01-08,Automated Reminder,2025-01
S01334,2025-01-21,Parent to Teacher,2025-01
S09854,2024-10-06,Automated Reminder,2024-10
S08320,2025-03-03,Parent to Teacher,2025-03
S01518,2024-10-04,Automated Reminder,2024-10
S04183,2024-09-11,Automated Reminder,2024-09
S04419,2025-02-13,Automated Reminder,2025-02
S00374,2024-12-04,Automated Reminder,2024-12
S09923,2024-09-16,Automated Reminder,2024-09
S02690,2024-09-09,Automated Reminder,2024-09
S01977,2024-10-06,Automated Reminder,2024-10
S08685,2024-12-13,Parent to Teacher,2024-12
S02606,2025-02-08,Teacher to Parent,2025-02
S09770,2024-12-22,Teacher to Parent,2024-12
S11263,2025-01-22,Automated Reminder,2025-01
S09392,2024-10-01,Parent to Teacher,2024-10
S09519,2025-01-17,Parent to Teacher,2025-01
S03950,2025-01-13,Parent to Teacher,2025-01
S05345,2025-01-29,Automated Reminder,2025-01
S06280,2025-01-22,Parent to Teacher,2025-01
S01223,2024-11-15,Automated Reminder,2024-11
S01197,2024-09-13,Automated Reminder,2024-09
S03864,2024-10-26,Teacher to Parent,2024-10
S02225,2024-12-09,Parent to Teacher,2024-12
S09800,2025-03-01,Automated Reminder,2025-03
S10983,2025-03-06,Teacher to Parent,2025-03
S06131,2025-02-12,Parent to Teacher,2025-02
S06951,2024-12-08,Teacher to Parent,2024-12
S10207,2024-11-25,Parent to Teacher,2024-11
S08741,2024-11-15,Teacher to Parent,2024-11
S01751,2025-03-03,Teacher to Parent,2025-03
S09450,2024-11-25,Parent to Teacher,2024-11
S07194,2024-09-29,Automated Reminder,2024-09
S04253,2024-12-11,Parent to Teacher,2024-12
S10673,2025-01-31,Automated Reminder,2025-01
S09567,2024-12-07,Automated Reminder,2024-12
S08747,2025-02-10,Parent to Teacher,2025-02
S07126,2024-11-05,Teacher to Parent,2024-11
S00779,2024-10-12,Automated Reminder,2024-10
S03504,2024-12-06,Teacher to Parent,2024-12
S09368,2024-11-21,Teacher to Parent,2024-11
S02330,2025-02-13,Parent to Teacher,2025-02
S02115,2024-09-28,Teacher to Parent,2024-09
S06817,2024-11-21,Automated Reminder,2024-11
S00540,2025-01-11,Teacher to Parent,2025-01
S11653,2024-10-03,Automated Reminder,2024-10
S06395,2024-11-26,Parent to Teacher,2024-11
S08794,2024-10-22,Teacher to Parent,2024-10
S05900,2025-02-13,Parent to Teacher,2025-02
S02767,2025-03-01,Teacher to Parent,2025-03
S09599,2025-02-14,Teacher to Parent,2025-02
S05747,2024-09-30,Parent to Teacher,2024-09
S03696,2024-11-08,Automated Reminder,2024-11
S10451,2024-11-06,Teacher to Parent,2024-11
S05431,2024-11-18,Automated Reminder,2024-11
S02493,2024-10-23,Teacher to Parent,2024-10
S04023,2025-03-06,Teacher to Parent,2025-03
S09839,2025-02-07,Teacher to Parent,2025-02
S06590,2024-10-02,Teacher to Parent,2024-10
S07315,2025-03-03,Teacher to Parent,2025-03
S04829,2024-10-10,Teacher to Parent,2024-10
S00402,2024-12-23,Parent to Teacher,2024-12
S08169,2025-01-12,Parent to Teacher,2025-01
S10342,2024-12-17,Teacher to Parent,2024-12
S09359,2024-12-21,Teacher to Parent,2024-12
S02276,2025-01-24,Parent to Teacher,2025-01
S08186,2025-01-22,Automated Reminder,2025-01
S07217,2025-01-01,Automated Reminder,2025-01
S08515,2024-11-12,Automated Reminder,2024-11
S06601,2025-02-20,Parent to Teacher,2025-02
S11050,2025-01-29,Teacher to Parent,2025-01
S11855,2024-11-21,Parent to Teacher,2024-11
S05523,2024-09-25,Automated Reminder,2024-09
S06086,2025-01-17,Automated Reminder,2025-01
S05063,2024-12-30,Parent to Teacher,2024-12
S07927,2024-12-25,Automated Reminder,2024-12
S05744,2025-01-30,Automated Reminder,2025-01
S10939,2025-02-16,Parent to Teacher,2025-02
S00350,2025-01-03,Parent to Teacher,2025-01
S06868,2025-03-09,Teacher to Parent,2025-03
S00935,2025-01-03,Teacher to Parent,2025-01
S08944,2024-10-13,Teacher to Parent,2024-10
S02310,2025-01-22,Parent to Teacher,2025-01
S01804,2024-09-08,Parent to Teacher,2024-09
S03036,2024-11-01,Parent to Teacher,2024-11
S01139,2025-01-17,Automated Reminder,2025-01
S02129,2025-02-09,Automated Reminder,2025-02
S10269,2025-02-07,Parent to Teacher,2025-02
S07222,2024-09-29,Teacher to Parent,2024-09
S03781,2024-11-15,Teacher to Parent,2024-11
S05396,2024-10-07,Parent to Teacher,2024-10
S02567,2024-09-24,Automated Reminder,2024-09
S09198,2024-10-31,Parent to Teacher,2024-10
S11789,2025-01-19,Teacher to Parent,2025-01
S00753,2025-01-14,Teacher to Parent,2025-01
S02784,2024-11-24,Automated Reminder,2024-11
S01446,2025-02-23,Parent to Teacher,2025-02
S01809,2025-02-17,Parent to Teacher,2025-02
S08845,2024-09-16,Parent to Teacher,2024-09
S03743,2024-09-28,Automated Reminder,2024-09
S04378,2024-11-29,Teacher to Parent,2024-11
S09109,2024-10-01,Teacher to Parent,2024-10
S08841,2024-11-10,Automated Reminder,2024-11
S04114,2025-03-06,Parent to Teacher,2025-03
S11488,2024-10-25,Automated Reminder,2024-10
S04656,2024-11-18,Automated Reminder,2024-11
S10775,2024-09-13,Automated Reminder,2024-09
S09984,2024-09-25,Automated Reminder,2024-09
S08203,2025-01-31,Teacher to Parent,2025-01
S11182,2024-11-29,Teacher to Parent,2024-11
S01140,2024-09-30,Automated Reminder,2024-09
S02893,2024-11-21,Parent to Teacher,2024-11
S04368,2024-10-14,Parent to Teacher,2024-10
S09150,2024-09-17,Automated Reminder,2024-09
S07570,2025-02-03,Teacher to Parent,2025-02
S02010,2024-10-27,Automated Reminder,2024-10
S10217,2024-10-12,Parent to Teacher,2024-10
S08173,2025-02-09,Parent to Teacher,2025-02
S04054,2025-01-01,Automated Reminder,2025-01
S06499,2024-12-16,Parent to Teacher,2024-12
S07299,2024-10-10,Automated Reminder,2024-10
S11858,2024-09-11,Teacher to Parent,2024-09
S06619,2024-11-10,Parent to Teacher,2024-11
S06387,2025-01-17,Automated Reminder,2025-01
S10237,2024-11-01,Parent to Teacher,2024-11
S11696,2024-12-14,Teacher to Parent,2024-12
S08110,2024-11-05,Teacher to Parent,2024-11
S11423,2025-02-05,Parent to Teacher,2025-02
S07828,2024-12-06,Parent to Teacher,2024-12
S04380,2024-10-31,Teacher to Parent,2024-10
S11749,2025-01-19,Parent to Teacher,2025-01
S00679,2025-01-27,Teacher to Parent,2025-01
S00165,2024-10-27,Teacher to Parent,2024-10
S02311,2024-11-15,Teacher to Parent,2024-11
S10725,2025-03-02,Automated Reminder,2025-03
S01494,2024-11-13,Automated Reminder,2024-11
S03115,2025-03-05,Parent to Teacher,2025-03
S09178,2024-10-22,Parent to Teacher,2024-10
S01986,2024-12-05,Automated Reminder,2024-12
S06433,2025-03-04,Parent to Teacher,2025-03
S02138,2024-09-15,Parent to Teacher,2024-09
S00347,2025-02-05,Automated Reminder,2025-02
S04414,2024-11-17,Automated Reminder,2024-11
S01641,2024-11-23,Parent to Teacher,2024-11
S02828,2025-01-23,Parent to Teacher,2025-01
S04748,2024-11-16,Parent to Teacher,2024-11
S07278,2025-02-15,Teacher to Parent,2025-02
S06405,2024-09-10,Teacher to Parent,2024-09
S09966,2024-11-19,Teacher to Parent,2024-11
S03904,2024-10-15,Automated Reminder,2024-10
S06756,2025-02-14,Automated Reminder,2025-02
S01539,2024-10-14,Parent to Teacher,2024-10
S03048,2025-02-04,Automated Reminder,2025-02
S11280,2024-10-23,Teacher to Parent,2024-10
S02711,2024-12-05,Teacher to Parent,2024-12
S10396,2024-09-12,Parent to Teacher,2024-09
S05076,2024-10-09,Teacher to Parent,2024-10
S10823,2025-01-13,Parent to Teacher,2025-01
S01313,2024-11-10,Teacher to Parent,2024-11
S00625,2025-02-24,Automated Reminder,2025-02
S00042,2025-02-05,Teacher to Parent,2025-02
S07311,2024-11-18,Teacher to Parent,2024-11
S02341,2025-01-03,Teacher to Parent,2025-01
S04344,2024-09-09,Teacher to Parent,2024-09
S09455,2024-10-30,Teacher to Parent,2024-10
S01737,2025-02-06,Parent to Teacher,2025-02
S00468,2024-12-15,Parent to Teacher,2024-12
S09190,2024-10-11,Parent to Teacher,2024-10
S00198,2024-11-07,Teacher to Parent,2024-11
S05313,2025-01-25,Teacher to Parent,2025-01
S01155,2025-01-11,Parent to Teacher,2025-01
S10257,2024-11-20,Parent to Teacher,2024-11
S00328,2024-12-18,Teacher to Parent,2024-12
S02029,2025-02-03,Automated Reminder,2025-02
S05765,2025-02-15,Automated Reminder,2025-02
S09440,2024-11-05,Automated Reminder,2024-11
S02880,2024-09-30,Automated Reminder,2024-09
S06480,2024-12-23,Teacher to Parent,2024-12
S01713,2024-12-27,Parent to Teacher,2024-12
S09987,2024-12-21,Teacher to Parent,2024-12
S03689,2024-10-21,Parent to Teacher,2024-10
S08500,2024-10-01,Automated Reminder,2024-10
S09884,2024-10-05,Automated Reminder,2024-10
S07835,2025-01-02,Parent to Teacher,2025-01
S11987,2024-10-24,Parent to Teacher,2024-10
S04024,2024-11-30,Automated Reminder,2024-11
S10111,2024-10-28,Parent to Teacher,2024-10
S02705,2024-09-23,Automated Reminder,2024-09
S05615,2024-11-05,Parent to Teacher,2024-11
S07179,2024-12-30,Parent to Teacher,2024-12
S04066,2024-11-21,Teacher to Parent,2024-11
S02542,2024-12-23,Parent to Teacher,2024-12
S08550,2024-11-13,Teacher to Parent,2024-11
S03295,2025-02-22,Parent to Teacher,2025-02
S04698,2024-11-05,Parent to Teacher,2024-11
S04638,2025-02-17,Teacher to Parent,2025-02
S10623,2025-02-17,Automated Reminder,2025-02
S07614,2025-02-15,Teacher to Parent,2025-02
S04684,2024-09-24,Parent to Teacher,2024-09
S03150,2024-12-04,Parent to Teacher,2024-12
S08986,2024-12-28,Parent to Teacher,2024-12
S01987,2025-01-07,Automated Reminder,2025-01
S01787,2024-09-21,Teacher to Parent,2024-09
S11234,2025-03-06,Parent to Teacher,2025-03
S08330,2025-03-08,Teacher to Parent,2025-03
S03839,2024-10-08,Teacher to Parent,2024-10
S07699,2024-11-16,Automated Reminder,2024-11
S08765,2025-01-08,Teacher to Parent,2025-01
S11766,2025-02-05,Teacher to Parent,2025-02
S02194,2025-01-27,Teacher to Parent,2025-01
S03804,2024-10-11,Automated Reminder,2024-10
S05541,2025-02-11,Teacher to Parent,2025-02
S02872,2025-02-11,Parent to Teacher,2025-02
S10483,2024-12-16,Automated Reminder,2024-12
S08742,2025-03-07,Parent to Teacher,2025-03
S05487,2025-02-10,Teacher to Parent,2025-02
S04758,2025-02-28,Automated Reminder,2025-02
S00524,2024-09-24,Automated Reminder,2024-09
S05935,2024-12-05,Teacher to Parent,2024-12
S04492,2024-11-24,Teacher to Parent,2024-11
S04307,2024-10-31,Teacher to Parent,2024-10
S02686,2025-02-21,Parent to Teacher,2025-02
S07911,2024-12-03,Parent to Teacher,2024-12
S04693,2024-12-04,Parent to Teacher,2024-12
S01578,2024-10-03,Teacher to Parent,2024-10
S02949,2025-03-04,Teacher to Parent,2025-03
S02912,2024-10-18,Automated Reminder,2024-10
S07135,2024-12-26,Automated Reminder,2024-12
S11289,2024-09-16,Teacher to Parent,2024-09
S08956,2024-10-14,Automated Reminder,2024-10
S04619,2025-02-10,Teacher to Parent,2025-02
S11488,2024-11-30,Teacher to Parent,2024-11
S00518,2024-12-12,Automated Reminder,2024-12
S07744,2024-11-20,Parent to Teacher,2024-11
S03972,2024-10-31,Automated Reminder,2024-10
S07078,2025-01-16,Automated Reminder,2025-01
S05714,2025-02-05,Teacher to Parent,2025-02
S05930,2024-12-19,Automated Reminder,2024-12
S01540,2024-11-16,Teacher to Parent,2024-11
S05933,2024-12-11,Teacher to Parent,2024-12
S10762,2024-12-04,Automated Reminder,2024-12
S06946,2024-09-12,Teacher to Parent,2024-09
S05862,2025-02-28,Parent to Teacher,2025-02
S02270,2024-09-17,Automated Reminder,2024-09
S01687,2024-09-11,Automated Reminder,2024-09
S07634,2024-09-17,Parent to Teacher,2024-09
S06496,2025-01-24,Parent to Teacher,2025-01
S10093,2024-10-23,Automated Reminder,2024-10
S08585,2025-01-10,Automated Reminder,2025-01
S07977,2025-02-11,Parent to Teacher,2025-02
S02829,2024-11-04,Automated Reminder,2024-11
S10857,2025-01-25,Teacher to Parent,2025-01
S11050,2024-09-20,Teacher to Parent,2024-09
S02900,2025-02-17,Teacher to Parent,2025-02
S08819,2024-11-07,Parent to Teacher,2024-11
S10583,2025-01-09,Parent to Teacher,2025-01
S10791,2024-09-25,Teacher to Parent,2024-09
S02835,2024-12-18,Automated Reminder,2024-12
S00258,2024-10-27,Parent to Teacher,2024-10
S11160,2024-10-22,Parent to Teacher,2024-10
S00507,2025-01-09,Teacher to Parent,2025-01
S00216,2024-09-27,Automated Reminder,2024-09
S06660,2024-12-24,Teacher to Parent,2024-12
S02363,2024-09-17,Parent to Teacher,2024-09
S06092,2024-10-13,Teacher to Parent,2024-10
S03394,2024-11-14,Teacher to Parent,2024-11
S00114,2024-12-20,Automated Reminder,2024-12
S09791,2025-01-08,Teacher to Parent,2025-01
S11096,2024-11-09,Automated Reminder,2024-11
S02014,2025-01-18,Teacher to Parent,2025-01
S06901,2024-11-26,Automated Reminder,2024-11
S04419,2024-10-12,Automated Reminder,2024-10
S01767,2025-01-03,Teacher to Parent,2025-01
S09840,2024-12-09,Parent to Teacher,2024-12
S00198,2025-02-05,Automated Reminder,2025-02
S07482,2024-10-17,Automated Reminder,2024-10
S07904,2025-02-21,Automated Reminder,2025-02
S09358,2024-10-03,Automated Reminder,2024-10
S04233,2024-10-08,Parent to Teacher,2024-10
S03592,2024-10-10,Parent to Teacher,2024-10
S03935,2024-09-21,Teacher to Parent,2024-09
S05225,2025-03-09,Parent to Teacher,2025-03
S08806,2024-12-11,Teacher to Parent,2024-12
S07964,2024-09-26,Parent to Teacher,2024-09
S02067,2024-09-13,Teacher to Parent,2024-09
S03570,2024-12-25,Parent to Teacher,2024-12
S01385,2024-10-18,Teacher to Parent,2024-10
S04517,2024-09-16,Automated Reminder,2024-09
S11397,2024-09-09,Automated Reminder,2024-09
S11452,2024-12-19,Parent to Teacher,2024-12
S04910,2024-11-19,Teacher to Parent,2024-11
S10624,2025-01-20,Teacher to Parent,2025-01
S03512,2024-12-18,Teacher to Parent,2024-12
S06056,2024-10-19,Teacher to Parent,2024-10
S04794,2024-12-03,Teacher to Parent,2024-12
S01658,2025-02-25,Parent to Teacher,2025-02
S02370,2024-10-07,Teacher to Parent,2024-10
S02002,2025-01-10,Teacher to Parent,2025-01
S06849,2025-03-09,Parent to Teacher,2025-03
S01097,2025-01-26,Automated Reminder,2025-01
S01585,2024-11-08,Automated Reminder,2024-11
S02374,2024-12-13,Automated Reminder,2024-12
S09568,2024-09-10,Automated Reminder,2024-09
S09448,2025-01-05,Automated Reminder,2025-01
S10458,2025-03-09,Parent to Teacher,2025-03
S11821,2024-10-03,Parent to Teacher,2024-10
S04218,2025-02-10,Teacher to Parent,2025-02
S00274,2024-09-10,Automated Reminder,2024-09
S01536,2024-11-30,Automated Reminder,2024-11
S10252,2024-12-01,Teacher to Parent,2024-12
S10819,2024-10-24,Teacher to Parent,2024-10
S03951,2024-12-25,Teacher to Parent,2024-12
S06720,2025-01-05,Teacher to Parent,2025-01
S10043,2024-10-05,Teacher to Parent,2024-10
S00365,2024-09-26,Teacher to Parent,2024-09
S04390,2025-01-09,Parent to Teacher,2025-01
S11933,2024-10-21,Automated Reminder,2024-10
S03802,2025-03-06,Parent to Teacher,2025-03
S01419,2024-09-09,Parent to Teacher,2024-09
S00946,2024-10-28,Parent to Teacher,2024-10
S11810,2025-02-05,Parent to Teacher,2025-02
S05433,2024-11-27,Teacher to Parent,2024-11
S00129,2024-10-08,Automated Reminder,2024-10
S05356,2024-10-26,Teacher to Parent,2024-10
S02859,2024-12-27,Parent to Teacher,2024-12
S05935,2024-09-23,Teacher to Parent,2024-09
S09194,2024-11-06,Teacher to Parent,2024-11
S03324,2024-12-23,Parent to Teacher,2024-12
S04275,2025-01-07,Automated Reminder,2025-01
S01348,2025-02-25,Parent to Teacher,2025-02
S10638,2024-12-06,Parent to Teacher,2024-12
S06674,2024-09-29,Teacher to Parent,2024-09
S09498,2025-02-02,Teacher to Parent,2025-02
S01550,2025-02-28,Teacher to Parent,2025-02
S07779,2024-10-21,Teacher to Parent,2024-10
S07635,2025-02-12,Teacher to Parent,2025-02
S02870,2024-10-13,Teacher to Parent,2024-10
S03722,2024-12-22,Teacher to Parent,2024-12
S00682,2024-09-16,Teacher to Parent,2024-09
S08730,2024-12-26,Teacher to Parent,2024-12
S01964,2024-10-02,Automated Reminder,2024-10
S09999,2024-09-09,Automated Reminder,2024-09
S02007,2024-09-09,Parent to Teacher,2024-09
S09555,2024-10-21,Parent to Teacher,2024-10
S08427,2024-12-15,Parent to Teacher,2024-12
S05228,2025-01-10,Teacher to Parent,2025-01
S09008,2024-09-24,Teacher to Parent,2024-09
S00745,2024-09-21,Teacher to Parent,2024-09
S01730,2024-12-10,Teacher to Parent,2024-12
S02318,2024-09-08,Teacher to Parent,2024-09
S00205,2024-10-24,Automated Reminder,2024-10
S03811,2024-11-24,Automated Reminder,2024-11
S00628,2025-02-04,Parent to Teacher,2025-02
S07079,2025-02-20,Parent to Teacher,2025-02
S03068,2025-01-26,Teacher to Parent,2025-01
S01603,2024-10-18,Teacher to Parent,2024-10
S05236,2024-09-28,Automated Reminder,2024-09
S09756,2024-09-16,Automated Reminder,2024-09
S10522,2024-10-31,Teacher to Parent,2024-10
S05511,2024-11-28,Parent to Teacher,2024-11
S02858,2024-12-30,Parent to Teacher,2024-12
S11705,2025-01-05,Teacher to Parent,2025-01
S02509,2024-09-09,Teacher to Parent,2024-09
S02871,2024-10-28,Parent to Teacher,2024-10
S08597,2024-10-08,Parent to Teacher,2024-10
S06806,2025-03-08,Parent to Teacher,2025-03
S08860,2024-10-16,Parent to Teacher,2024-10
S05273,2025-02-26,Teacher to Parent,2025-02
S10552,2025-03-04,Parent to Teacher,2025-03
S02414,2025-01-15,Automated Reminder,2025-01
S03534,2024-11-11,Automated Reminder,2024-11
S06673,2024-09-10,Teacher to Parent,2024-09
S07536,2024-09-16,Automated Reminder,2024-09
S07958,2024-11-12,Automated Reminder,2024-11
S03730,2025-02-17,Automated Reminder,2025-02
S06091,2025-02-27,Teacher to Parent,2025-02
S04278,2024-11-04,Parent to Teacher,2024-11
S10264,2024-10-07,Parent to Teacher,2024-10
S08073,2025-03-02,Automated Reminder,2025-03
S08236,2024-09-15,Teacher to Parent,2024-09
S06209,2024-10-13,Parent to Teacher,2024-10
S09963,2024-11-14,Automated Reminder,2024-11
S07098,2024-11-16,Teacher to Parent,2024-11
S06152,2024-10-09,Teacher to Parent,2024-10
S02657,2024-10-11,Automated Reminder,2024-10
S01783,2024-09-28,Teacher to Parent,2024-09
S05271,2024-11-07,Automated Reminder,2024-11
S05162,2025-02-28,Automated Reminder,2025-02
S08273,2024-10-07,Automated Reminder,2024-10
S10920,2024-10-19,Parent to Teacher,2024-10
S10920,2025-02-08,Parent to Teacher,2025-02
S01226,2025-01-11,Teacher to Parent,2025-01
S00770,2024-12-09,Automated Reminder,2024-12
S02641,2025-03-01,Parent to Teacher,2025-03
S06107,2024-10-11,Parent to Teacher,2024-10
S09813,2025-03-03,Parent to Teacher,2025-03
S04282,2024-11-04,Automated Reminder,2024-11
S07222,2024-11-16,Teacher to Parent,2024-11
S05131,2024-11-17,Teacher to Parent,2024-11
S03470,2024-10-07,Parent to Teacher,2024-10
S10093,2024-12-20,Teacher to Parent,2024-12
S02517,2024-12-19,Parent to Teacher,2024-12
S01503,2024-09-14,Teacher to Parent,2024-09
S03956,2025-02-28,Parent to Teacher,2025-02
S04465,2024-09-23,Teacher to Parent,2024-09
S00973,2024-10-03,Parent to Teacher,2024-10
S00337,2024-09-30,Automated Reminder,2024-09
S06135,2025-02-21,Teacher to Parent,2025-02
S00862,2024-11-29,Parent to Teacher,2024-11
S07229,2024-12-20,Parent to Teacher,2024-12
S01777,2024-12-02,Automated Reminder,2024-12
S02559,2024-10-17,Parent to Teacher,2024-10
S03037,2025-02-06,Teacher to Parent,2025-02
S02904,2025-02-21,Parent to Teacher,2025-02
S09632,2024-10-26,Automated Reminder,2024-10
S03757,2025-01-18,Parent to Teacher,2025-01
S01633,2024-12-23,Automated Reminder,2024-12
S10058,2024-12-03,Parent to Teacher,2024-12
S09014,2024-12-26,Teacher to Parent,2024-12
S09334,2024-12-06,Automated Reminder,2024-12
S07213,2024-09-15,Automated Reminder,2024-09
S09650,2024-12-23,Automated Reminder,2024-12
S10921,2024-10-11,Automated Reminder,2024-10
S08327,2024-10-23,Teacher to Parent,2024-10
S08121,2025-01-16,Parent to Teacher,2025-01
S04459,2024-10-04,Automated Reminder,2024-10
S03348,2024-10-29,Parent to Teacher,2024-10
S10164,2024-10-29,Teacher to Parent,2024-10
S04647,2024-12-02,Parent to Teacher,2024-12
S11994,2024-11-22,Parent to Teacher,2024-11
S07911,2024-09-09,Automated Reminder,2024-09
S11581,2025-01-31,Teacher to Parent,2025-01
S05171,2024-11-01,Parent to Teacher,2024-11
S06317,2024-10-30,Parent to Teacher,2024-10
S10178,2024-10-14,Teacher to Parent,2024-10
S02019,2024-12-11,Automated Reminder,2024-12
S00686,2024-10-21,Parent to Teacher,2024-10
S00481,2024-09-17,Teacher to Parent,2024-09
S08412,2024-11-05,Teacher to Parent,2024-11
S09210,2024-11-14,Automated Reminder,2024-11
S06836,2024-12-21,Parent to Teacher,2024-12
S01933,2025-02-22,Parent to Teacher,2025-02
S05427,2024-09-24,Automated Reminder,2024-09
S00605,2025-02-02,Parent to Teacher,2025-02
S10790,2024-12-04,Automated Reminder,2024-12
S04325,2025-01-31,Teacher to Parent,2025-01
S03269,2025-01-19,Parent to Teacher,2025-01
S10028,2024-10-07,Parent to Teacher,2024-10
S00354,2024-10-28,Teacher to Parent,2024-10
S07009,2025-02-16,Teacher to Parent,2025-02
S06565,2025-01-06,Parent to Teacher,2025-01
S08692,2025-03-04,Teacher to Parent,2025-03
S07171,2024-10-29,Teacher to Parent,2024-10
S11895,2024-11-05,Parent to Teacher,2024-11
S08256,2024-12-21,Parent to Teacher,2024-12
S08395,2024-11-30,Parent to Teacher,2024-11
S08704,2024-09-12,Teacher to Parent,2024-09
S03908,2024-11-06,Automated Reminder,2024-11
S03985,2024-11-29,Automated Reminder,2024-11
S03129,2025-01-20,Teacher to Parent,2025-01
S11851,2024-11-18,Parent to Teacher,2024-11
S02115,2024-09-28,Teacher to Parent,2024-09
S03398,2025-02-21,Automated Reminder,2025-02
S00610,2025-03-06,Automated Reminder,2025-03
S00198,2025-01-07,Automated Reminder,2025-01
S06654,2024-09-11,Parent to Teacher,2024-09
S00715,2025-02-13,Teacher to Parent,2025-02
S01760,2024-11-20,Automated Reminder,2024-11
S02234,2024-10-08,Teacher to Parent,2024-10
S01766,2024-12-27,Automated Reminder,2024-12
S08896,2024-10-24,Teacher to Parent,2024-10
S05626,2025-02-04,Teacher to Parent,2025-02
S07782,2024-12-19,Automated Reminder,2024-12
S09486,2025-03-02,Automated Reminder,2025-03
S06033,2024-09-29,Teacher to Parent,2024-09
S06205,2025-01-29,Parent to Teacher,2025-01
S11729,2025-01-09,Automated Reminder,2025-01
S04685,2025-03-08,Automated Reminder,2025-03
S08445,2024-12-29,Teacher to Parent,2024-12
S11205,2025-01-21,Parent to Teacher,2025-01
S06414,2025-01-25,Parent to Teacher,2025-01
S01211,2025-02-13,Parent to Teacher,2025-02
S03420,2025-01-01,Automated Reminder,2025-01
S09941,2024-10-13,Teacher to Parent,2024-10
S05154,2024-12-08,Teacher to Parent,2024-12
S01969,2024-10-20,Parent to Teacher,2024-10
S09159,2024-10-04,Automated Reminder,2024-10
S00269,2024-11-29,Teacher to Parent,2024-11
S11469,2024-12-24,Teacher to Parent,2024-12
S05102,2025-01-13,Automated Reminder,2025-01
S06244,2024-11-24,Automated Reminder,2024-11
S06662,2025-03-01,Parent to Teacher,2025-03
S11229,2024-11-10,Automated Reminder,2024-11
