Student_ID,Subject,Exam_Score,Homework_Completion_%
S12107,History,50,95.0
S01348,Math,102,90.0
S00690,History,88,90.0
S01788,Geography,53,95.0
S02601,Math,57,100.0
S08951,Math,44,95.0
S06231,Arabic,40,100.0
S04361,Math,48,100.0
S00151,Science,83,80.0
S08233,Science,43,95.0
S11845,Math,67,95.0
S08146,Science,64,100.0
S06925,Science,57,80.0
S08671,Math,93,80.0
S05600,Math,51,90.0
S06865,Math,45,100.0
S02301,Science,85,95.0
S07765,English,73,90.0
S10117,Science,98,100.0
S03107,Geography,66,100.0
S02540,Math,110,90.0
S11131,Math,62,80.0
S00637,Math,49,80.0
S01534,Geography,53,100.0
S00875,Geography,45,95.0
S00269,Geography,74,90.0
S09353,Science,73,90.0
S10300,Arabic,48,95.0
S04914,Math,67,95.0
S07680,Geography,107,95.0
S11847,Arabic,103,100.0
S04039,History,53,100.0
S01219,Arabic,67,95.0
S09914,Geography,40,100.0
S07562,English,40,90.0
S01425,Science,85,80.0
S01485,Math,84,90.0
S09260,Arabic,44,100.0
S07734,English,89,95.0
S07003,English,80,95.0
S02758,Math,89,95.0
S08032,Arabic,103,95.0
S06388,Arabic,101,95.0
S04917,History,96,100.0
S08952,Geography,64,90.0
S04252,English,59,100.0
S11290,History,66,100.0
S09155,Science,51,80.0
S12072,Science,68,80.0
S02543,English,73,80.0
S07053,Math,73,95.0
S10163,English,47,80.0
S01693,English,53,90.0
S07355,English,50,90.0
S09944,Geography,80,95.0
S11502,Geography,92,90.0
S09943,Science,51,100.0
S02525,Arabic,98,95.0
S03123,Geography,109,95.0
S08289,Geography,65,100.0
S03031,English,86,80.0
S08961,Math,61,90.0
S01156,English,82,90.0
S07696,English,104,80.0
S08263,English,87,80.0
S05691,History,65,95.0
S10486,English,45,100.0
S11096,Arabic,54,95.0
S01120,Math,92,80.0
S08684,English,97,100.0
S05039,English,73,80.0
S11657,English,94,80.0
S02638,English,84,90.0
S02402,Science,84,95.0
S07279,History,73,90.0
S08109,Science,96,95.0
S10985,Geography,93,95.0
S02865,Science,92,95.0
S05641,Science,46,80.0
S07211,English,52,80.0
S02053,Geography,43,95.0
S03506,History,46,95.0
S11796,English,80,90.0
S01323,Geography,90,90.0
S03354,Science,47,95.0
S09553,Math,73,95.0
S02517,Geography,105,100.0
S08050,Arabic,43,95.0
S08354,Geography,90,95.0
S03780,Geography,103,95.0
S07904,Science,98,95.0
S10555,Science,50,95.0
S11310,History,86,80.0
S11023,History,58,100.0
S06526,Math,69,95.0
S10217,History,79,100.0
S09645,English,79,90.0
S00787,Arabic,69,100.0
S03118,English,71,100.0
S01493,English,60,95.0
S09369,History,55,90.0
S10955,History,106,95.0
S09310,Arabic,65,80.0
S00553,Math,68,90.0
S02645,Science,68,80.0
S02547,Arabic,85,95.0
S10841,History,55,90.0
S01417,History,108,80.0
S01945,Science,71,95.0
S05011,History,91,95.0
S10681,History,66,95.0
S00792,History,87,90.0
S07084,Geography,51,95.0
S08663,Science,87,90.0
S01738,Science,55,95.0
S08857,Science,68,90.0
S03429,Arabic,71,95.0
S09474,English,101,90.0
S10715,History,70,95.0
S11910,Science,43,80.0
S05305,English,61,90.0
S09932,History,84,95.0
S11226,Math,45,80.0
S00514,History,109,80.0
S05781,History,102,95.0
S00193,Arabic,93,90.0
S07865,English,104,90.0
S08384,Geography,78,95.0
S03666,Science,101,95.0
S08792,Arabic,96,95.0
S07768,Math,106,90.0
S01876,History,42,95.0
S04760,Arabic,55,95.0
S11946,Science,66,95.0
S02799,History,100,80.0
S00553,Arabic,50,95.0
S11237,Math,103,80.0
S10788,English,95,95.0
S12095,Math,47,80.0
S03663,History,100,80.0
S05380,Science,71,95.0
S07599,Science,91,95.0
S05673,Geography,107,95.0
S05686,English,73,90.0
S11465,Math,45,95.0
S01365,History,71,90.0
S10151,Math,67,80.0
S09986,History,99,100.0
S07986,History,48,90.0
S12031,Geography,101,95.0
S05776,Arabic,65,95.0
S09898,Geography,79,90.0
S11408,Science,110,100.0
S08339,Geography,49,95.0
S00407,History,64,100.0
S03841,Arabic,92,80.0
S06000,Math,101,80.0
S06107,Science,65,95.0
S10753,Science,72,100.0
S11462,English,51,80.0
S09031,Geography,61,95.0
S00247,History,70,95.0
S08075,Science,102,95.0
S03223,Geography,52,95.0
S05985,English,57,80.0
S04862,Arabic,58,95.0
S10778,History,69,95.0
S06389,Math,73,95.0
S04993,Science,107,95.0
S10706,Arabic,52,90.0
S01080,History,98,95.0
S06543,Science,47,95.0
S00998,History,93,90.0
S02301,Geography,95,80.0
S00964,History,45,90.0
S09906,Arabic,82,90.0
S07822,Science,101,95.0
S03470,Geography,57,90.0
S03707,Science,51,90.0
S00838,Arabic,41,95.0
S09570,Science,88,90.0
S03113,Science,91,80.0
S01561,Geography,64,90.0
S11471,Geography,42,90.0
S02912,Science,84,90.0
S01141,History,78,80.0
S00257,English,101,90.0
S08659,Geography,108,90.0
S06332,English,100,80.0
S05554,Science,88,90.0
S01786,Arabic,58,90.0
S10304,English,78,95.0
S06626,Arabic,105,95.0
S11514,Science,101,90.0
S10369,Math,86,95.0
S01577,History,51,80.0
S05242,Geography,83,100.0
S07129,History,104,90.0
S07511,Geography,71,80.0
S09425,English,61,90.0
S05972,Math,69,90.0
S05351,History,58,80.0
S05232,Geography,45,90.0
S01373,Arabic,49,95.0
S07005,Geography,80,95.0
S07082,Geography,55,80.0
S06002,Math,42,95.0
S02281,Geography,98,90.0
S06567,English,56,100.0
S10396,Math,42,95.0
S04576,History,86,95.0
S07100,Math,107,80.0
S06324,Arabic,52,100.0
S06770,Arabic,54,90.0
S09103,Science,97,100.0
S09604,Science,60,95.0
S04795,Arabic,100,95.0
S11024,English,46,95.0
S00959,Geography,109,80.0
S07088,English,46,80.0
S09650,Science,73,95.0
S07039,English,70,95.0
S09417,English,99,90.0
S09726,Geography,99,100.0
S04861,English,86,90.0
S11007,Math,99,100.0
S08310,Math,43,100.0
S04776,Arabic,80,80.0
S01846,Math,71,95.0
S07727,Geography,105,95.0
S06468,Geography,104,80.0
S07446,Math,107,100.0
S03514,Arabic,97,90.0
S11585,Science,62,95.0
S01694,Math,87,95.0
S10244,English,105,90.0
S11167,Geography,79,95.0
S02578,English,72,90.0
S04449,English,93,90.0
S07116,History,95,80.0
S00068,Arabic,49,95.0
S08271,English,43,95.0
S01870,Science,102,95.0
S05162,Arabic,54,90.0
S09308,Arabic,59,80.0
S01083,Geography,43,90.0
S06522,Arabic,45,95.0
S09733,Arabic,84,100.0
S11594,Arabic,104,90.0
S05341,Geography,75,90.0
S03353,Arabic,99,95.0
S04511,History,40,80.0
S05269,History,71,80.0
S11134,History,99,80.0
S00792,Arabic,68,100.0
S10501,History,64,90.0
S10018,Math,62,100.0
S11071,Math,42,95.0
S02550,Geography,69,80.0
S11853,History,77,100.0
S00358,Geography,93,80.0
S07056,Geography,72,90.0
S10462,Math,86,95.0
S08137,Science,106,90.0
S08518,History,79,95.0
S00033,Geography,66,80.0
S02825,Geography,66,95.0
S01945,History,66,80.0
S02527,Arabic,95,80.0
S01040,Math,57,95.0
S04169,Geography,59,80.0
S07721,Science,87,80.0
S11898,Science,110,95.0
S08654,English,79,80.0
S09939,English,57,90.0
S01839,Math,61,80.0
S01373,English,60,90.0
S07638,History,67,90.0
S08422,Geography,77,90.0
S10880,Geography,109,100.0
S00871,English,44,90.0
S11404,Geography,109,95.0
S08342,History,98,100.0
S01473,Science,110,95.0
S06276,History,109,100.0
S00083,Science,70,90.0
S11870,Arabic,108,90.0
S08863,Arabic,68,90.0
S01617,Math,66,95.0
S05116,Science,58,90.0
S05051,Arabic,77,90.0
S09961,Science,90,100.0
S09292,Arabic,106,95.0
S01501,Science,89,80.0
S00030,Math,76,80.0
S02820,Arabic,106,100.0
S08601,Geography,85,95.0
S01510,Math,67,100.0
S09457,Math,76,95.0
S03614,English,47,100.0
S04064,Geography,98,90.0
S01839,History,88,100.0
S05035,Arabic,98,80.0
S04097,Math,49,95.0
S02689,Math,67,80.0
S07932,History,61,90.0
S08975,History,50,90.0
S06398,English,105,80.0
S10122,English,52,90.0
S04540,English,70,90.0
S07207,History,105,80.0
S03076,Arabic,108,80.0
S07395,Science,64,95.0
S02155,English,84,90.0
S07221,Arabic,90,95.0
S04572,Arabic,72,90.0
S09818,Science,41,100.0
S00723,History,86,100.0
S04034,Arabic,60,95.0
S00588,Geography,87,95.0
S00445,Math,95,95.0
S03810,Science,54,100.0
S03220,History,84,80.0
S09921,Geography,100,90.0
S04952,History,97,100.0
S06132,Arabic,91,100.0
S07677,Arabic,105,95.0
S00282,History,102,95.0
S01598,Arabic,41,90.0
S10489,Math,41,95.0
S10719,English,103,95.0
S11348,English,104,90.0
S11427,English,70,90.0
S09653,Science,98,95.0
S02974,Science,72,90.0
S01963,Geography,40,80.0
S01776,English,72,80.0
S08799,Arabic,83,100.0
S06862,English,76,90.0
S07592,History,73,95.0
S07881,English,106,90.0
S01733,History,54,90.0
S09293,Math,59,95.0
S00101,Arabic,108,90.0
S08908,Science,69,95.0
S03812,History,104,95.0
S05338,Math,77,100.0
S00158,English,90,90.0
S11369,Science,45,95.0
S02578,Geography,108,95.0
S07791,Geography,91,95.0
S08634,Geography,93,95.0
S07897,History,52,80.0
S01398,Arabic,90,95.0
S05135,History,53,80.0
S01050,English,87,90.0
S04297,Math,81,100.0
S00123,Science,83,80.0
S03756,English,53,80.0
S11673,History,93,95.0
S08211,Science,71,95.0
S06698,Math,76,90.0
S01669,Geography,56,95.0
S08012,Science,46,80.0
S01542,Math,67,100.0
S09148,Math,78,95.0
S01771,Arabic,70,95.0
S11250,History,60,95.0
S02692,Arabic,83,95.0
S00102,Arabic,85,95.0
S09337,Science,101,95.0
S01601,Science,84,100.0
S08411,History,55,90.0
S09324,Geography,96,90.0
S10796,Arabic,78,100.0
S06411,Arabic,67,95.0
S02316,Math,42,80.0
S02702,Geography,59,95.0
S11792,Math,60,95.0
S01189,Arabic,104,100.0
S10099,History,84,95.0
S08659,English,68,90.0
S10631,Arabic,88,95.0
S06051,History,81,90.0
S07096,Science,40,100.0
S07812,Arabic,91,90.0
S04346,English,91,90.0
S02657,Math,54,100.0
S06945,Science,50,95.0
S11522,Arabic,94,95.0
S01656,Math,57,90.0
S11449,English,90,90.0
S03198,Arabic,62,80.0
S02523,Math,81,95.0
S09448,English,53,95.0
S07451,English,86,80.0
S11185,Science,95,90.0
S08467,History,45,90.0
S03202,English,106,90.0
S11005,English,65,80.0
S03625,Arabic,78,100.0
S11215,History,64,90.0
S03741,Arabic,58,100.0
S08485,Arabic,56,90.0
S08334,English,83,90.0
S11696,English,110,100.0
S06705,Geography,56,100.0
S07155,Math,61,80.0
S05764,English,77,90.0
S05063,Arabic,95,95.0
S10228,Science,60,90.0
S04834,History,68,95.0
S05249,History,77,90.0
S10024,History,99,90.0
S04391,Math,71,95.0
S11273,Math,82,95.0
S08171,History,69,80.0
S04847,Math,87,80.0
S10431,Arabic,72,95.0
S00028,Geography,74,80.0
S05715,Arabic,44,80.0
S11267,Arabic,61,95.0
S07708,History,65,95.0
S08341,Geography,43,90.0
S07154,Math,79,80.0
S10860,Geography,91,90.0
S05170,Math,88,95.0
S05809,English,90,90.0
S03855,Science,86,95.0
S11578,Geography,51,90.0
S11896,History,44,80.0
S05287,Geography,91,80.0
S03675,Arabic,45,90.0
S05174,Geography,97,80.0
S09073,Geography,86,80.0
S05499,Science,71,95.0
S03171,Math,89,100.0
S06038,English,95,90.0
S10059,Math,105,100.0
S03420,Science,96,80.0
S09594,Math,108,95.0
S11465,Geography,41,95.0
S02518,English,47,90.0
S09259,Science,91,90.0
S06014,Math,42,90.0
S06388,Arabic,88,95.0
S03204,Science,102,100.0
S01610,Arabic,50,90.0
S10567,English,73,80.0
S08918,Science,64,80.0
S03404,Geography,88,80.0
S11340,English,94,90.0
S11074,English,105,90.0
S06880,Math,77,80.0
S03415,History,42,90.0
S01869,History,41,90.0
S11569,Geography,53,100.0
S00767,Geography,40,90.0
S10698,Arabic,90,100.0
S02370,History,65,95.0
S00364,History,107,100.0
S06253,Geography,71,100.0
S02390,History,57,95.0
S06408,Science,42,95.0
S03713,Math,73,90.0
S03306,Math,82,95.0
S09941,History,104,95.0
S07374,Geography,45,80.0
S05871,English,91,95.0
S02661,History,83,90.0
S05758,English,57,80.0
S05742,Science,43,100.0
S09503,History,40,95.0
S04190,History,49,100.0
S01294,Math,79,95.0
S04367,Math,43,90.0
S05980,Science,56,95.0
S06403,English,79,90.0
S06789,English,93,80.0
S11569,Science,93,80.0
S02209,Math,94,95.0
S04891,English,70,80.0
S10262,Arabic,80,90.0
S02649,English,43,80.0
S07467,English,82,90.0
S01804,English,69,95.0
S10913,Math,59,95.0
S06041,Geography,76,80.0
S10075,Science,74,100.0
S10961,Science,49,80.0
S06090,History,89,95.0
S10211,English,99,95.0
S04663,Science,65,100.0
S04793,Geography,73,90.0
S02961,Arabic,62,90.0
S07963,Math,46,95.0
S06790,Math,59,90.0
S07531,History,55,90.0
S04946,History,46,100.0
S02148,History,89,100.0
S04867,Science,74,100.0
S06549,Geography,66,80.0
S12117,Science,49,80.0
S08952,Math,102,80.0
S02433,Geography,65,80.0
S12110,Math,62,80.0
S02030,History,72,95.0
S02501,History,40,95.0
S10536,Arabic,71,95.0
S11820,Geography,98,95.0
S07813,History,85,95.0
S11436,Arabic,93,95.0
S10306,Math,41,90.0
S03343,Math,68,100.0
S03725,Science,64,95.0
S10309,Geography,102,80.0
S00173,Arabic,45,95.0
S01581,Geography,55,95.0
S07500,Arabic,56,80.0
S00718,History,47,95.0
S04490,History,80,95.0
S09367,Arabic,103,95.0
S03242,Math,77,95.0
S06449,Science,70,80.0
S03458,Science,62,100.0
S00994,Arabic,104,100.0
S09784,English,110,95.0
S08995,Science,71,80.0
S07993,Science,45,100.0
S05025,Arabic,80,90.0
S11355,Science,74,90.0
S09933,Math,88,100.0
S03976,Science,58,95.0
S09969,Math,47,95.0
S08773,History,94,90.0
S10868,Science,88,95.0
S11614,History,106,90.0
S08802,Arabic,75,90.0
S06601,Science,88,95.0
S01420,Science,72,80.0
S03031,Math,92,100.0
S01385,Science,57,80.0
S05061,Math,79,95.0
S05416,Arabic,88,80.0
S09508,History,78,80.0
S07706,Science,57,100.0
S04045,Science,86,95.0
S08801,Science,109,100.0
S09310,History,84,95.0
S04278,Geography,70,95.0
S09650,History,97,80.0
S10204,English,50,90.0
S06363,Math,64,95.0
S03366,Science,74,100.0
S10613,Geography,94,90.0
S02137,English,58,100.0
S00050,Math,88,80.0
S11764,Arabic,58,95.0
S05705,Math,92,100.0
S11710,History,82,95.0
S10920,Geography,97,95.0
S03337,Geography,102,95.0
S10709,Math,102,100.0
S00719,Math,49,95.0
S07359,Math,89,100.0
S09356,Arabic,80,95.0
S06396,Science,71,95.0
S02548,History,96,95.0
S02995,Science,93,90.0
S04746,Arabic,80,95.0
S01020,English,88,90.0
S09989,Science,88,95.0
S06672,Science,71,95.0
S08999,English,95,80.0
S08448,History,97,95.0
S08415,Science,110,95.0
S08708,Science,72,100.0
S05751,Science,79,95.0
S00442,English,92,80.0
S00616,Math,42,95.0
S02671,Science,62,95.0
S07271,History,108,95.0
S06588,Science,65,80.0
S02632,Science,69,80.0
S06404,Geography,61,95.0
S00068,Arabic,58,95.0
S04159,Science,105,95.0
S09181,History,62,95.0
S08677,Science,51,90.0
S04855,Math,105,95.0
S05610,Science,103,95.0
S06432,History,54,90.0
S08263,Science,52,95.0
S02020,History,55,95.0
S03211,Science,68,95.0
S09728,Geography,73,95.0
S07766,Science,47,95.0
S09585,Geography,86,95.0
S11416,Science,46,95.0
S06466,History,65,80.0
S01337,English,55,100.0
S03462,Math,93,80.0
S02847,Geography,102,90.0
S09989,Arabic,78,95.0
S04715,Geography,81,95.0
S06862,Math,47,100.0
S07647,English,83,90.0
S02400,Geography,57,100.0
S09230,English,78,95.0
S06466,English,75,95.0
S06349,Math,94,90.0
S06070,Math,41,100.0
S08069,Math,56,80.0
S10020,Arabic,44,95.0
S11806,Geography,67,95.0
S04534,Geography,44,100.0
S10972,Science,78,95.0
S01094,English,81,90.0
S02684,Arabic,94,95.0
S01342,English,40,95.0
S07297,Math,56,90.0
S02774,Arabic,57,80.0
S02801,Geography,52,100.0
S00511,Math,69,90.0
S08275,Math,52,100.0
S03147,History,92,95.0
S11798,Science,77,80.0
S04966,English,88,95.0
S01613,English,84,80.0
S01686,Science,80,95.0
S07909,English,106,80.0
S01747,History,98,80.0
S08243,Geography,43,95.0
S08347,Geography,52,95.0
S02856,Math,46,95.0
S11691,History,72,90.0
S06954,History,54,100.0
S09524,Science,99,95.0
S10518,History,42,100.0
S04686,English,92,90.0
S00652,Math,73,80.0
S11285,Arabic,47,95.0
S08215,Math,66,95.0
S02739,Math,63,95.0
S02780,Arabic,103,95.0
S07655,English,75,80.0
S04714,English,95,90.0
S06353,Science,87,100.0
S08817,Arabic,82,90.0
S02778,English,54,95.0
S03039,Arabic,91,95.0
S09466,History,109,95.0
S05081,Geography,89,95.0
S10055,English,104,80.0
S00380,History,93,95.0
S00284,Math,88,95.0
S02019,Geography,44,90.0
S04167,History,65,95.0
S08179,English,87,95.0
S05816,Arabic,97,95.0
S03597,History,95,80.0
S02345,Math,105,100.0
S04128,Science,76,90.0
S06016,Math,55,80.0
S10862,Arabic,77,95.0
S12026,History,56,80.0
S06622,English,49,95.0
S04101,Science,108,100.0
S02849,History,77,95.0
S06526,Arabic,71,80.0
S05602,Arabic,48,100.0
S07441,Science,63,80.0
S01865,History,87,80.0
S04794,English,64,100.0
S01539,Arabic,75,95.0
S02596,Arabic,100,90.0
S02576,English,62,100.0
S05930,English,59,80.0
S11101,Arabic,101,95.0
S01311,Science,62,95.0
S11176,English,94,100.0
S11980,Math,103,95.0
S04612,Geography,96,80.0
S00095,History,56,95.0
S00260,Arabic,94,95.0
S08636,English,107,95.0
S10768,Arabic,59,100.0
S01581,Science,102,95.0
S10679,Science,108,90.0
S01811,Math,74,90.0
S10326,Math,90,90.0
S01241,Math,85,90.0
S11087,Science,42,90.0
S05769,Science,90,90.0
S04968,English,84,90.0
S05193,History,68,90.0
S02881,Arabic,93,80.0
S12052,Arabic,101,100.0
S00503,Arabic,93,80.0
S06008,History,60,95.0
S02893,History,74,90.0
S11860,English,65,95.0
S00616,History,101,95.0
S08988,History,105,95.0
S11491,Geography,45,90.0
S00993,Math,73,90.0
S07181,Geography,75,95.0
S01697,English,40,100.0
S06195,Math,78,100.0
S10263,Math,73,95.0
S10554,History,52,95.0
S10278,English,50,95.0
S03842,History,95,90.0
S07640,Math,110,95.0
S11488,English,77,80.0
S11020,History,95,100.0
S04745,Science,96,95.0
S01175,Science,95,95.0
S01834,History,44,90.0
S04697,Math,81,80.0
S04965,Arabic,110,80.0
S08832,English,108,90.0
S07595,History,57,95.0
S10343,Geography,69,95.0
S06435,Arabic,68,95.0
S00338,Science,55,95.0
S09957,Geography,73,100.0
S02390,Science,68,95.0
S06438,Science,106,90.0
S11351,Math,105,90.0
S05673,Geography,41,95.0
S03820,Arabic,79,80.0
S03384,Arabic,80,80.0
S01091,English,55,80.0
S09279,Science,47,95.0
S01896,Science,52,80.0
S09075,History,103,95.0
S04995,History,105,100.0
S09700,English,99,95.0
S06810,Arabic,90,95.0
S00084,Arabic,71,100.0
S08712,Geography,46,80.0
S04471,English,66,80.0
S04915,Science,108,100.0
S01781,Geography,40,100.0
S07652,Math,77,90.0
S11390,History,95,90.0
S03749,History,83,90.0
S11175,Geography,100,90.0
S11139,Geography,73,95.0
S09614,Arabic,41,100.0
S00831,Science,51,95.0
S11477,Arabic,48,95.0
S08710,Science,65,80.0
S02212,Arabic,77,95.0
S04901,Arabic,108,95.0
S06959,English,90,100.0
S10660,Geography,62,80.0
S07298,English,66,95.0
S12001,English,99,90.0
S04681,Arabic,99,95.0
S08339,English,65,95.0
S04765,Geography,55,80.0
S06466,English,61,80.0
S05869,Geography,109,100.0
S01382,Geography,93,95.0
S11623,Math,95,80.0
S07890,Geography,57,80.0
S01674,Science,83,80.0
S10381,Geography,43,80.0
S06690,Science,84,100.0
S07507,Arabic,74,90.0
S00584,Geography,44,95.0
S08416,Arabic,62,80.0
S09975,History,50,80.0
S04705,Math,67,80.0
S11212,Geography,59,80.0
S01091,Arabic,104,100.0
S11233,Arabic,73,95.0
S08788,History,103,90.0
S08325,English,40,90.0
S01840,Arabic,106,80.0
S01077,Science,45,100.0
S09648,English,72,100.0
S07742,Geography,91,90.0
S08098,Geography,82,100.0
S02421,Geography,84,95.0
S02444,Geography,97,80.0
S01455,Science,70,95.0
S09092,English,49,90.0
S02985,English,79,100.0
S06948,Science,79,80.0
S05618,Math,103,100.0
S10529,Math,68,100.0
S06752,Geography,53,90.0
S02562,Math,48,90.0
S01373,History,77,90.0
S05672,History,100,80.0
S02902,Arabic,55,95.0
S03600,History,43,95.0
S06400,Science,52,80.0
S00308,Science,104,100.0
S11802,English,75,90.0
S03794,Science,89,90.0
S06021,Science,63,100.0
S12097,Geography,96,80.0
S03990,English,88,90.0
S06966,History,54,95.0
S01753,History,81,100.0
S10473,Math,57,95.0
S05530,History,59,90.0
S10391,Science,65,95.0
S08654,Geography,71,95.0
S09359,English,105,90.0
S05465,Geography,52,100.0
S11452,English,106,90.0
S05658,History,67,100.0
S06047,Science,94,95.0
S09876,Math,86,95.0
S07151,Science,68,95.0
S07751,Science,85,90.0
S08283,History,54,95.0
S09681,Math,52,100.0
S10698,Science,46,100.0
S00072,English,42,90.0
S01201,Geography,102,100.0
S07714,Math,62,95.0
S00712,Geography,99,90.0
S09852,History,93,80.0
S07531,Arabic,66,90.0
S03853,Science,60,90.0
S11731,Arabic,61,95.0
S02689,Science,44,80.0
S00522,Arabic,84,100.0
S11926,Math,74,90.0
S01635,Math,55,95.0
S11901,Math,56,90.0
S01295,Science,90,80.0
S10556,English,91,80.0
S10996,Arabic,105,90.0
S06211,Geography,76,90.0
S05499,Arabic,49,90.0
S08433,English,89,90.0
S10342,Geography,82,90.0
S09570,Science,86,95.0
S02895,Science,96,95.0
S06580,English,86,95.0
S09722,History,65,95.0
S11011,Science,63,100.0
S10149,English,98,80.0
S08663,History,54,95.0
S02398,Arabic,82,95.0
S11203,History,104,90.0
S10980,English,56,100.0
S10952,Arabic,95,100.0
S04742,History,45,100.0
S09087,Math,73,95.0
S01491,Science,74,80.0
S02188,English,61,90.0
S02355,Geography,73,80.0
S00886,Geography,109,95.0
S08564,Arabic,59,100.0
S06349,History,82,95.0
S09262,History,107,100.0
S02734,English,67,100.0
S01741,Arabic,110,90.0
S02820,Science,63,80.0
S01116,Arabic,70,90.0
S09768,Arabic,107,95.0
S02131,Math,68,80.0
S03969,English,82,90.0
S05271,Math,47,95.0
S07893,History,74,80.0
S10804,Geography,88,95.0
S00126,Math,107,95.0
S10948,English,108,90.0
S01556,History,77,90.0
S09028,Geography,66,100.0
S05970,Arabic,48,95.0
S09524,Geography,69,95.0
S05085,Arabic,60,90.0
S07984,Arabic,110,80.0
S05285,Arabic,61,90.0
S08524,English,48,90.0
S04775,Arabic,58,95.0
S11798,Geography,86,100.0
S07614,Geography,99,95.0
S10217,Science,66,95.0
S10856,Science,105,90.0
S09438,Geography,92,95.0
S10143,Geography,44,95.0
S05171,Science,73,90.0
S00808,Science,62,95.0
S03288,History,96,90.0
S06125,Science,88,100.0
S01638,Science,54,95.0
S03417,English,71,95.0
S04523,Math,59,95.0
S09656,Arabic,53,100.0
S04939,Science,107,80.0
S10942,Arabic,78,90.0
S08406,Geography,96,100.0
S03669,Geography,92,95.0
S11841,Science,61,95.0
S00326,Arabic,72,80.0
S02376,Arabic,86,95.0
S09204,Arabic,59,90.0
S00034,History,104,95.0
S11091,Geography,110,100.0
S09672,Science,83,100.0
S12063,English,81,100.0
S02112,Math,69,95.0
S10476,Geography,41,95.0
S06670,Arabic,94,80.0
S08253,English,93,95.0
S05578,Science,52,80.0
S04190,Arabic,83,80.0
S10335,History,100,80.0
S02324,History,67,95.0
S07658,English,96,90.0
S02280,English,63,100.0
S00718,Arabic,90,95.0
S10330,Geography,93,80.0
S03418,Math,64,95.0
S00853,History,46,90.0
S01288,English,71,100.0
S10989,Arabic,104,90.0
S04209,History,81,95.0
S10929,Geography,87,100.0
S11927,English,52,100.0
S04675,Arabic,45,95.0
S03516,Arabic,82,95.0
S09204,English,80,80.0
S02917,Arabic,74,90.0
S09260,Math,102,90.0
S06823,Math,94,90.0
S12075,Science,90,95.0
S09573,Science,93,95.0
S02312,History,73,90.0
S07621,History,97,95.0
S03558,Science,53,100.0
S06764,Math,68,90.0
S06097,History,62,90.0
S05586,History,90,95.0
S08868,Geography,100,100.0
S11351,Geography,81,95.0
S10931,English,104,80.0
S10971,History,40,80.0
S02650,Science,107,80.0
S08457,History,63,95.0
S09134,History,72,80.0
S02087,Geography,66,100.0
S02176,Geography,81,80.0
S07831,Math,75,100.0
S00676,English,45,90.0
S11915,Arabic,107,95.0
S11243,English,62,90.0
S08411,History,55,95.0
S08010,Math,74,90.0
S01833,History,85,95.0
S11292,Math,104,80.0
S06042,English,43,100.0
S07323,History,57,90.0
S01128,Math,66,95.0
S08031,History,67,80.0
S07598,Science,96,80.0
S02924,Math,54,95.0
S00004,English,106,90.0
S05858,Math,59,95.0
S11693,Arabic,56,95.0
S03400,Math,93,95.0
S06138,English,105,95.0
S10373,Math,85,80.0
S02197,History,106,95.0
S00679,English,41,90.0
S11113,Geography,70,100.0
S07657,Science,110,80.0
S03897,Math,110,95.0
S04234,English,96,90.0
S03624,English,60,80.0
S01519,History,95,90.0
S04733,Geography,47,100.0
S02068,Science,100,95.0
S11664,History,50,80.0
S04055,Geography,61,90.0
S08875,Arabic,108,100.0
S05371,History,101,90.0
S06096,Math,76,100.0
S08431,English,65,95.0
S10779,History,81,80.0
S12124,Geography,102,80.0
S08767,History,85,95.0
S11452,Math,95,80.0
S03324,Math,106,100.0
S01189,English,73,95.0
S03095,Science,78,100.0
S00493,English,100,90.0
S07517,Geography,90,100.0
S04217,English,88,90.0
S01845,Arabic,71,95.0
S06513,History,73,100.0
S06379,Math,49,95.0
S09859,English,42,80.0
S08510,Geography,41,95.0
S09761,English,107,100.0
S10872,Arabic,95,100.0
S09437,Science,89,90.0
S05111,English,88,95.0
S10195,History,41,95.0
S11403,Math,49,95.0
S00208,Arabic,77,80.0
S10803,Science,107,95.0
S10366,Arabic,74,90.0
S07054,English,92,90.0
S08114,Arabic,58,95.0
S02791,Math,52,80.0
S00130,History,53,95.0
S09351,Geography,86,80.0
S05490,Science,80,100.0
S08149,Geography,75,90.0
S09680,Arabic,103,80.0
S02144,Math,65,80.0
S01997,Math,102,95.0
S11901,Arabic,93,95.0
S07698,Arabic,78,95.0
S04261,Geography,66,90.0
S03795,Arabic,106,100.0
S09022,Geography,87,80.0
S07744,Arabic,67,90.0
S02922,History,44,80.0
S12072,Arabic,50,95.0
S07521,Science,43,90.0
S02649,History,96,100.0
S08775,English,108,80.0
S02464,Geography,97,80.0
S02110,Geography,85,100.0
S09577,History,52,95.0
S11409,History,107,80.0
S06066,Arabic,91,95.0
S12028,Math,79,80.0
S09627,Geography,55,95.0
S09308,Science,85,95.0
S08193,History,54,90.0
S10414,Geography,101,95.0
S03631,Math,110,90.0
S12138,Math,61,90.0
S06602,History,79,80.0
S00710,Science,95,95.0
S02359,Geography,76,90.0
S12045,Geography,98,90.0
S11130,Science,64,100.0
S07601,Arabic,103,95.0
S06713,History,63,95.0
S04937,English,81,90.0
S00288,Geography,88,100.0
S10544,History,102,100.0
S00539,Geography,71,100.0
S03342,Arabic,52,95.0
S06473,English,69,100.0
S11968,English,97,90.0
S11247,English,55,100.0
S08788,Arabic,62,100.0
